user,date,time,text
BillsNewsNow,2023-04-30,22:31:00,"Cleaning gift certificates make the perfect Mother's Day gift. Click below to order one today! 🎁😍
https://t.co/5k4GyuDQWG
#mothersday #cleaningservices #buffalo #wny https://t.co/M52S89shgI"
BillsNewsNow,2023-04-30,22:28:00,Are you attending a conference at the #Buffalo Niagara Convention Center? Why not treat yourself to one of our #kingbed guest rooms? You can spread out in style with #convenientamenities like an ironing board and room to hang your work clothes. Visit: https://t.co/pc1ydBMhys https://t.co/fItyApagCA
HERDchronicles,2023-04-30,22:22:59,"Chad Reuter 2023 NFL Draft Grades: Steelers, Bills Among NFLN Expert's Top Rankings #BuffaloBills #Buffalo #GoBills #BillsNation #yahoo https://t.co/6qtrTbrPFY"
custommaidinc,2023-04-30,22:16:49,"T5 |@Mikey2188double to left field scoring @brockjohnson71 and @adamweed32 extending the Mavericks' lead to five runs!! 
#HornsUp #MavFam
MSU 8 | UMC 3"
BestWesternAve,2023-04-30,22:15:21,"Wednesday evening, volunteers and Daemen University interns completed 600 Panchopacks. We are getting there! Thanking God for all of our great volunteers 🫶🏼

#buffalo #buffalony #billsmafia #giveback #buffalove #buffaloteachers #buffaloschools https://t.co/IgdwyAVUe0"
BillsNewsNow,2023-04-30,22:11:00,"Bada Bing Sports Bar is where your team plays
Bring it to the BING for Food, Drinks &amp; Simultaneous Sports 
#42Chippewa #Buffalo
https://t.co/O4kx0qrEnM for menu &amp; delivery
716-853-2464 to call NOW! https://t.co/YgyciPMbWf"
MinnStBaseball,2023-04-30,22:09:39,"...lets go 🦬

🌐https://t.co/I7fVTp9mNo
#buffalove #buffalony https://t.co/lLcTm1Dtk4"
TeachersDeskBuf,2023-04-30,22:01:12,"We believe that every woman is a #valkyrie!💪
We will be running from Thu, 3/21 to Mon, 3/25 at the @screeningroom1 for our 2nd yr!
#PowerfulWomen #TheFutureIsFemale #WomenInFilm #FemaleDirectors #Submit #FilmFreeway #BuffaloNY #Fierce #Independent #Outspoken #WeRefuseToBeSilent https://t.co/2KoyUmoUf7"
BadaBingBuffalo,2023-04-30,22:00:55,Former Alabama DL DJ Dale signs with Buffalo Bills #BuffaloBills #Buffalo #GoBills #BillsNation #yahoo https://t.co/YmRClMBxBa
LoyalTCo,2023-04-30,21:56:05,"This #Retail job might be a great fit for you. Click the link in our bio to see it and more. ASST STORE MGR in BUFFALO, NY S10311 at Dollar General #Buffalo, NY"
Valkyriefest,2023-04-30,21:51:15,"On this team

We Are vs. Cancer 👎

#HornsUp🤘 | #CarryTheBoat  | @Vs_Cancer https://t.co/ovQklO4z06"
BillsNewsNow,2023-04-30,21:51:00,"T4 | @Mikey2188 smashes his second homer on the season while @HacksonJauge punches through an RBI single giving the Mavericks the lead!!!
#HornsUp #MavFam
MSU 5 | UMC 1"
tmj_buf_retail,2023-04-30,21:49:32,"Steady rain continues to fall across WNY this evening, but it will begin to taper between 8-9pm. Tonight will be drier, with only spotty showers. The rainy pattern continues into the new week.#Nywx #Buffalo @news4buffalo https://t.co/4a4IDYfhnZ"
USFBaseball,2023-04-30,21:41:54,"Oops! Mud got into our registration form and caused a short. 

Oozefest registration will reopen this evening and stay open until 11:59pm tomorrow (May 1) https://t.co/VAQT99SEfY #UBuffalo https://t.co/OKsYKAIGN4"
MinnStBaseball,2023-04-30,21:40:57,So excited to have Smokies Garage back on as a Gold Sponsor again this season.  Mike and Smokies have been an incredible supporter of our team for many years now! 🙏 #HornsUp #UpholdTheTradition https://t.co/CwRAVQ0bkv
wx_MikeDoyle,2023-04-30,21:36:22,"Spider-Man Hands Dalton Kincaid Scooped by the Bills.
The definitive summary:
-Draft Grades
-Cowboys Reaction
-Diggs like Hands
-Cowherd &amp; Chris Simms quotes
-Knox Vs Kincaid
-Highlights &amp; More
Press Play &amp; RT! ⏯️ https://t.co/MNt3GcYkss 🎥

#Billsmafia #BuffaloBills #NFLDraft https://t.co/zoPMdalTZI"
UBStudentExp,2023-04-30,21:28:28,"This week in a nutshell. May has decided to put on a ""March mask""!  #Buffalo #WNY #WX https://t.co/zDikbI59Xs"
JrANorthmen,2023-04-30,21:16:51,"Obituary by @dahotwings about Howard Smith, former @TBNSports executive editor.
Includes quotes from @Sulliview and @ByMHarrington and @viccarucci.
Also has mentions of the late Jim Kelley, @ByJerrySullivan and @beebe30beebe.

https://t.co/nBst6ScLi8
via @TheBuffaloNews 
#Buffalo"
BuffMotivated,2023-04-30,21:16:45,#seether #hornsup 💀🔱 Ripper 🔱💀's video! #TikTok https://t.co/emW1WXPH7U
wnywxguy,2023-04-30,21:15:18,"Adopting a shelter pet can bring so much joy and love into your life. 🐶🦜🐹If you've adopted a pet, share a photo and tell us their name in the comments! 🐾💕 
#AdoptAShelterPetDay #buffalove #buffalony #amherstny #716 #adoptapet https://t.co/zH1nHkpkpm"
MeyersMusings,2023-04-30,21:04:38,"WE DID IT!!! The @SUNYPolyInst Wildcat Esports Rocket League Team took home gold in a close and exhilarating match against UBuffalo this Saturday at the @SUNY_Esports Championships for Spring 2023!!!!

#lan #brookLAN #champions #suny #sunypoly #wildcats #esports https://t.co/AW3OdNHef9"
DabbingRocker,2023-04-30,21:00:25,Blue Devils sitting @ #16 in the PBR Power 25! #HornsUp @dreherathletics https://t.co/0whzPfzBb9
KrevatScott,2023-04-30,21:00:23,Selfie 🤳 with Tatanka #buffalo #southdakota #onlyinsouthdakota #marinelapavletich #travel #traveltheworld #travelphotography #adventure #custerstatepark #photographerbymarinelapavletich #travelblogger #pavletichmarinelaofficial 🦬 https://t.co/4MgrOW9GeS
SUNYPolyWCE,2023-04-30,20:58:45,"#OTD in 2022, @SamadTaylor7 hit a two-run double in the top of the tenth inning and later stole home to give the #Bisons a three run lead. #Buffalo hung on to beat Worcester 9-7. https://t.co/AwOUnuxVY2"
DreherBaseball,2023-04-30,20:56:20,DeAndre Hopkins on the Bills: 'I really like the organization' #BuffaloBillsFootball #BillsMafia #Buffalony #GoBills https://t.co/2SHygq8h5f
MarinelaPavleti,2023-04-30,20:53:31,DeAndre Hopkins on the Bills: ‘I really like the organization’ #BuffaloBills #Buffalo #GoBills #BillsNation #yahoo https://t.co/HY54h7ucAt
HERDchronicles,2023-04-30,20:53:26,"The cut for the cure is live!

#HornsUp🤘| #CarryTheBoat | @Vs_Cancer https://t.co/cWZidOXCIa"
BillsNewsNow,2023-04-30,20:51:00,Jay Skurski: Pressure is on for Bills GM Brandon Beane's 2023 draft class to deliver #BuffaloBills #Buffalo #GoBills #BillsNation #yahoo https://t.co/S7SJ3SbZrF
BillsNewsNow,2023-04-30,20:49:00,"CONGRATS to former DVC Viking @cluciano74 ‼️ #HornsUp 🤘🏼

@DVC_CoachDarr @DVC_oline https://t.co/BK5Yl9r6rR"
USFBaseball,2023-04-30,20:41:52,"@ZaneHerring51 @Alumni_USF @CoachHoodie @CoachGolesh @CoachMirkoUSF @CoachWiz77 @ELevy_USF @USFFootball Congratulations!
Welcome to the Green and Gold Stampede!
🫡🤘🏈🤘🐂✅
#GoBullsBaby | #HornsUp🤘
#ComeToTheBay | #CommitToUSF 
#USFTwitterHerd https://t.co/IyzxX4s8Lf"
BillsNewsNow,2023-04-30,20:41:00,Cole Beasley sets deadline for retirement decision #BuffaloBills #Buffalo #GoBills #BillsNation #yahoo https://t.co/JXGWBwjIYy
DVCVikingsFB,2023-04-30,20:32:18,"ICYMI:
 
Back to Back 🤘🤘

Romaine Beckford wins the @pennrelays Men’s High Jump Championship for the second year in a row with a mark of 2.18m (7-1.75)

#HornsUp https://t.co/DKfpiiwvpd"
USFHerd,2023-04-30,20:13:27,"Buffalo Bills' Damar Hamlin inspires, educates Erie audience on benefits of learning CPR #BuffaloBills #Buffalo #GoBills #BillsNation #yahoo https://t.co/9rsJEWT6SU"
BillsNewsNow,2023-04-30,20:11:00,"#SundayDinner is always ready at the BING!
#42Chippewa #Buffalo
https://t.co/O4kx0qrEnM for menu &amp; delivery
716-853-2464 to call NOW! https://t.co/3CvI6FRaRU"
USFXCTF,2023-04-30,20:09:31,"T6 | @HacksonJauge's eighth homer of the season and @aidan23byrne's third RBI of the game pull the Mavericks ahead!!!
#HornsUp #MavFam 
MSU 6 | UMC 5"
BillsNewsNow,2023-04-30,20:05:01,"The final from Tampa

#HornsUp🤘 | #CarryTheBoat https://t.co/haNcOjjwe4"
BadaBingBuffalo,2023-04-30,20:01:33,"Demo Weekend Coming Soon

#harley #harleydavidson #hdmuseum #buffaloharley #since1921 #findyourfreedom #livethelegend #buffalo #120anniversary #milwaukee #WillieG #Buffalo #demo #demoweekend https://t.co/GkNvm03hAT"
MinnStBaseball,2023-04-30,19:55:10,"Brandon Beane, Buffalo Bills trade down three times on Day 3; here's who they selected #BuffaloBills #Buffalo #GoBills #BillsNation #yahoo https://t.co/CpJ9KHvYst"
USFBaseball,2023-04-30,19:52:07,"#Photos: The #Buffalo #CherryBlossom Festival 

https://t.co/pzboOi7MlW

@TheBuffaloNews @BNphotographers https://t.co/yXClRt8fKl"
BuffaloHarley,2023-04-30,19:47:51,"All in all really good draft by the #BuffaloBills. They went heavy on offense finally and addressed playmakers and O line

I really wanted Beane to move up and get Quentin Johnston. I believe he was the best WR in this draft. 

LB job is Tyrel Dodson’s job to lose

#BillsMafia"
BillsNewsNow,2023-04-30,19:41:00,"Welcome home, guys! #Buffalove #GoBills #BillsMafia https://t.co/WuJu328ekH"
Bessex_Joshua,2023-04-30,19:31:59,"A little Draper ✨magic✨

#HornsUp🤘| #IntoTheStorm⛈️ https://t.co/OrQGQNGoVE"
etdbuffalo,2023-04-30,19:30:16,"Put one across. 
Caleb Pundsack steps onto the mound as we head into the 8th

#HornsUp🤘 | #CarryTheBoat https://t.co/MBEd2UFaAt"
RWebbCNN,2023-04-30,19:26:45,"SHOP @ https://t.co/NCizGWLel6
#Buffalo #Pittsburgh #Cleveland #Columbus #Knoxville #Louisville #Nashville #Milwaukee #Detroit #Austin #SanAntonio #KansasCity #Phoenix #Albuquerque #SanDiego #Reno #DesMoines #VirginiaBeach #NorFolkVA #Albuquerque #Scottsdale #Tempe #Boise https://t.co/M26ihYakNV"
LipscombSB,2023-04-30,19:25:30,"SHOP @ https://t.co/NCizGWLel6
#Buffalo #Pittsburgh #Cleveland #Columbus #Knoxville #Louisville #Nashville #Milwaukee #Detroit #Austin #SanAntonio #KansasCity #Phoenix #Albuquerque #SanDiego #Reno #DesMoines #VirginiaBeach #NorFolkVA #Albuquerque #Scottsdale #Tempe #Boise https://t.co/MLOKN6hUBQ"
USFBaseball,2023-04-30,19:17:21,"SHOP @ https://t.co/NCizGWLel6
#Buffalo #Pittsburgh #Cleveland #Columbus #Knoxville #Louisville #Nashville #Milwaukee #Detroit #Austin #SanAntonio #KansasCity #Phoenix #Albuquerque #SanDiego #Reno #DesMoines #VirginiaBeach #NorFolkVA #Albuquerque #Scottsdale #Tempe #Boise https://t.co/aGhj1krGCS"
nutralift2,2023-04-30,19:16:22,"SHOP @ https://t.co/NCizGWLel6
#Buffalo #Pittsburgh #Cleveland #Columbus #Knoxville #Louisville #Nashville #Milwaukee #Detroit #Austin #SanAntonio #KansasCity #Phoenix #Albuquerque #SanDiego #Reno #DesMoines #VirginiaBeach #NorFolkVA #Albuquerque #Scottsdale #Tempe #Boise https://t.co/lSUvhJ5UFv"
nutralift2,2023-04-30,19:16:13,"SHOP @ https://t.co/NCizGWLel6
#Buffalo #Pittsburgh #Cleveland #Columbus #Knoxville #Louisville #Nashville #Milwaukee #Detroit #Austin #SanAntonio #KansasCity #Phoenix #Albuquerque #SanDiego #Reno #DesMoines #VirginiaBeach #NorFolkVA #Albuquerque #Scottsdale #Tempe #Boise https://t.co/QlUCMJlYFj"
nutralift2,2023-04-30,19:16:04,"SHOP @ https://t.co/NCizGWLel6
#Buffalo #Pittsburgh #Cleveland #Columbus #Knoxville #Louisville #Nashville #Milwaukee #Detroit #Austin #SanAntonio #KansasCity #Phoenix #Albuquerque #SanDiego #Reno #DesMoines #VirginiaBeach #NorFolkVA #Albuquerque #Scottsdale #Tempe #Boise https://t.co/udmwm00Plp"
nutralift2,2023-04-30,19:15:55,"SHOP @ https://t.co/NCizGWLel6
#Buffalo #Pittsburgh #Cleveland #Columbus #Knoxville #Louisville #Nashville #Milwaukee #Detroit #Austin #SanAntonio #KansasCity #Phoenix #Albuquerque #SanDiego #Reno #DesMoines #VirginiaBeach #NorFolkVA #Albuquerque #Scottsdale #Tempe #Boise https://t.co/M66iDvQFQz"
nutralift2,2023-04-30,19:15:44,"SHOP @ https://t.co/NCizGWLel6
#Buffalo #Pittsburgh #Cleveland #Columbus #Knoxville #Louisville #Nashville #Milwaukee #Detroit #Austin #SanAntonio #KansasCity #Phoenix #Albuquerque #SanDiego #Reno #DesMoines #VirginiaBeach #NorFolkVA #Albuquerque #Scottsdale #Tempe #Boise https://t.co/FE2K6AzTF2"
nutralift2,2023-04-30,19:15:32,"SHOP @ https://t.co/NCizGWLel6
#Buffalo #Pittsburgh #Cleveland #Columbus #Knoxville #Louisville #Nashville #Milwaukee #Detroit #Austin #SanAntonio #KansasCity #Phoenix #Albuquerque #SanDiego #Reno #DesMoines #VirginiaBeach #NorFolkVA #Albuquerque #Scottsdale #Tempe #Boise https://t.co/N58MQJp2pd"
nutralift2,2023-04-30,19:15:24,"SHOP @ https://t.co/NCizGWLel6
#Buffalo #Pittsburgh #Cleveland #Columbus #Knoxville #Louisville #Nashville #Milwaukee #Detroit #Austin #SanAntonio #KansasCity #Phoenix #Albuquerque #SanDiego #Reno #DesMoines #VirginiaBeach #NorFolkVA #Albuquerque #Scottsdale #Tempe #Boise https://t.co/hZUye7qK3G"
nutralift2,2023-04-30,19:15:15,"SHOP @ https://t.co/NCizGWLel6
#Buffalo #Pittsburgh #Cleveland #Columbus #Knoxville #Louisville #Nashville #Milwaukee #Detroit #Austin #SanAntonio #KansasCity #Phoenix #Albuquerque #SanDiego #Reno #DesMoines #VirginiaBeach #NorFolkVA #Albuquerque #Scottsdale #Tempe #Boise https://t.co/6uvg5k6o40"
nutralift2,2023-04-30,19:15:00,"SHOP @ https://t.co/NCizGWLel6
#Buffalo #Pittsburgh #Cleveland #Columbus #Knoxville #Louisville #Nashville #Milwaukee #Detroit #Austin #SanAntonio #KansasCity #Phoenix #Albuquerque #SanDiego #Reno #DesMoines #VirginiaBeach #NorFolkVA #Albuquerque #Scottsdale #Tempe #Boise https://t.co/rg48l3eZrY"
nutralift2,2023-04-30,19:14:50,"I wrote a little something today 🤘👇📝
#WNBA #HornsUp #WNBATwitter https://t.co/zirBp7Egqt"
nutralift2,2023-04-30,19:14:41,"T3 | @aidan23byrne with his sixth homer on the season ties us up at three!!!
#HornsUp #MavFam 
MSU 3 | UMC 3"
nutralift2,2023-04-30,19:14:23,"University at #Buffalo James Patterson(LB) has earned a camp invite with the #Bills 
 
https://t.co/fpMGpFaLMZ
 
#AmericanFootballConference #AmericanFootballConferenceEastDivision #BuffaloBills #Football #NationalFootballLeague #NewYork #NFL https://t.co/z8TmIVsjIs"
CoachGuevara205,2023-04-30,19:10:57,Jacobs is looking for an Entry Level Construction Management Professional in #Buffalo #NewYork #UnitedStates | Apply https://t.co/ue8hxkVsJH
MinnStBaseball,2023-04-30,19:06:05,"After 6

#HornsUp🤘 | #CarryTheBoat https://t.co/Ycy51nxHao"
raw_chili,2023-04-30,19:02:03,"#Bisons bats have come alive the last few days in Georgia. They scored nine runs Friday, six runs Saturday, and have already scored 16 runs (!) through five innings today. #Buffalo leads Gwinnett 16-3 in the fifth."
CEECareers,2023-04-30,19:00:15,Definition of Wamame  @CastelMalawi #Buffalo https://t.co/Kz7vialjvY
USFBaseball,2023-04-30,18:58:42,NFL star Von Miller returns home to host sixth annual 'Von Miller Day' in DeSoto #BuffaloBills #Buffalo #GoBills #BillsNation #yahoo https://t.co/HYTZT3YDPC
HERDchronicles,2023-04-30,18:50:32,The Real Bush Master!#natureph#otography#bison #buffalo https://t.co/6CNHGLHCHk
litchadi,2023-04-30,18:42:57,"Even though I DESTEST the Miami Dolphins. 
I give their GM credit for going all in &amp; trading away picks for PROVEN PLAYERS!

Something Beane should do more of!!!!! 💯

#BillsMafia    
#BuffaloBills 
#NFL https://t.co/m4ZiIoormH https://t.co/GrE9IIEhZ6"
BillsNewsNow,2023-04-30,18:41:01,"Series Win ⚾️

@BisonBaseball take two on the weekend from EKU to walk away with a series victory! 👏

#ASUNBuilt | @ASUNBSB | #HornsUp 🤘 https://t.co/myWWQaax1K"
jazzbishop,2023-04-30,18:40:03,"𝑩𝑰𝑺𝑶𝑵𝑺 🧹🧹🧹

W: @laine_22pitches (3-2)
L: Emma Bethel (4-3)

Eight runs on 10 hits, including a combined six hits by @presleyleeb and @kellyannpaulson, to clinch a sweep of Eastern Kentucky in our final home series of the season❗️

#IntoTheStorm ⛈️ | #HornsUp🤘 https://t.co/aLPdcIKOHW"
Bud_Rocks,2023-04-30,18:33:33,"Stay 🔥Bob Cat
@BoserBobby brings in a run and we are back on top!

USF: 3
CIN: 2

#HornsUp🤘 | #CarryTheBoat"
ASUNSports,2023-04-30,18:27:23,"Series Win 🥎

@LipscombSB wraps up the weekend with a series SWEEP over EKU! 💯👏

#ASUNBuilt | @ASUNSoftball | #HornsUp 🤘 https://t.co/bjKTZsX9MZ"
LipscombSB,2023-04-30,18:26:57,"Final.

#IntoTheStorm ⛈️| #HornsUp 🤘 https://t.co/UdpH76ZpLZ"
USFBaseball,2023-04-30,18:24:38,"Have you ever had a role like ""Cancer Genetics and Genomics Assistant Associate or Full Member""? What did you like most about that job? #GeneralScience #Buffalo, NY"
ASUNSports,2023-04-30,18:23:40,"After 3 full frames we have ourselves a tie ball game

#HornsUp🤘 | #CarryTheBoat https://t.co/0LKwIt0gNe"
BisonBaseball,2023-04-30,18:12:23,"He's Cold, ICE COLD!🥶

@3ericsnow took that 413 dead center with a 103 exit velocity!!

USF:2
CIN: 2

#HornsUp🤘 | #CarryTheBoat https://t.co/nz8CDzClGO"
tmj_buf_eng,2023-04-30,18:11:54,"Draft, Canned or Bottled!
Bada Bing has your beer!
#FreshTaps #BadaBeer 
#42Chippewa #Buffalo
https://t.co/O4kx0qrEnM for menu &amp; delivery
716-853-2464 to call NOW! https://t.co/Jahnwmzruv"
USFBaseball,2023-04-30,18:04:51,"#OnThisDate 39 years ago the #Buffalo area experienced quite the high wind event!

@SPECNews1BUF

#NYwx #WNY https://t.co/a7YDrh86Tg"
USFBaseball,2023-04-30,18:01:00,"M9: Unable to take the lead with the bases loaded in the top half. We head to the bottom of the ninth.

LIP: 10, EKU: 10

#IntoTheStorm ⛈️| #HornsUp 🤘"
BadaBingBuffalo,2023-04-30,18:00:33,"B6 | @presleyleeb singles up the middle to score @kellyannpaulson from second to put another run on the board 💪

LIP 8, EKU 2

#IntoTheStorm ⛈️ | #HornsUp🤘 https://t.co/wRrkKJfoUy"
DurkinWeather,2023-04-30,18:00:00,"Do as you please✨
If It makes you smile and laugh, DO It✨If it makes you feel good inside, DO It✨Do what will make your life complete✨Do not spend this time engaging in negativity✨CHOOSE YOU✨
Be mindful… Pretty Mindful✨ 
#YOLO #mentalhealth #blackcounselor #buffalony https://t.co/jfWxFdpA6q"
BisonBaseball,2023-04-30,17:57:11,Final from our last home game of the 2023 season. Thank you fans! #UBhornsUP https://t.co/gHqcFd6LB4
LipscombSB,2023-04-30,17:53:35,"⬆️9⃣: SPEECHLESS! TIE GAME! @11WillLee 

#IntoTheStorm ⛈️| #HornsUp 🤘 https://t.co/fObgYMyGlP"
Alima_Trender,2023-04-30,17:52:44,Two-time Super Bowl champion Von Miller returns home to host sixth annual 'Von Miller Day' #BuffaloBills #Buffalo #GoBills #BillsNation #yahoo https://t.co/U1xN61XQwn
UBBullssoftball,2023-04-30,17:52:43,"Woo hoo, Justin!! Congratulations #ForeverABull https://t.co/4agzv2KDb1"
BisonBaseball,2023-04-30,17:49:17,"A Leuthner double up the middle brings in Monque and the Bulls strike first!

USF: 1
CINN: 0

#HornsUp🤘 | #CarryTheBoat https://t.co/o4w1TGw34m"
BillsNewsNow,2023-04-30,17:41:03,"B5 | @kellyannpaulson scores on an RBI groundout by @Kamrie_Rich to extend our lead in the bottom of the fifth❗️

LIP 7, EKU 2

#IntoTheStorm ⛈️ | #HornsUp🤘 https://t.co/y6WuMpZBkj"
LovinOnBuffalo,2023-04-30,17:40:22,If ole @AaronJoelWood got his panties in a bunch about books. Just wait til #deathmetalstoryhour comes to town..... #highlandsranch #HornsUp 🤣🤣🤣
USFBaseball,2023-04-30,17:39:44,Former Alabama DL headed to the Buffalo Bills #BuffaloBills #Buffalo #GoBills #BillsNation #yahoo https://t.co/XnJibJhbJT
LipscombSB,2023-04-30,17:38:32,"Bring out the brooms, baby!! 🧹🧹🧹

#HornsUp🤘 x #BucStrong https://t.co/a6zdin1Y2k"
real_unkilted,2023-04-30,17:35:23,"🔚4⃣ | Six runs on six hits to give us the lead after four innings of play on Draper

LIP 6, EKU 2

#IntoTheStorm ⛈️ | #HornsUp 🤘 https://t.co/Rxb4FYUIr7"
BillsNewsNow,2023-04-30,17:32:03,"motivated by the trappers 🦂☃️🥣

#bignarly #narlysworld #NewMusic 
#COMINGSOON #HipHopMusic 
#rapper #artist #artwork #design 
#SnowMan #pushat #reupgang
#Buffalo #newyork #griselda https://t.co/xgHcP2CrQ2"
USFSoftball,2023-04-30,17:27:07,"⬇️7⃣: Berg guns him down! @jbergy20 

#IntoTheStorm ⛈️| #HornsUp 🤘 https://t.co/UR8eA1op4C"
LipscombSB,2023-04-30,17:26:25,"Career tip for landing jobs like ""SALES ASSOCIATE in BUFFALO, NY S09028"" in #Buffalo, NY. Go on informational interviews. The best way to get a meeting with a hiring manager is to ask for an informational meeting. #Retail"
narlysworld,2023-04-30,17:26:01,"Final: MSU-6 | UMary 0

The second game of this afternoon's doubleheader will begin in roughly 30 minutes. #HornsUp"
BisonBaseball,2023-04-30,17:23:49,Tomorrow is National Decision Day &amp; the deadline to make your deposit at #UBuffalo! Secure your seat now! ▶️ https://t.co/76bPUI5lb7! https://t.co/ADjtUcuTVr
tmj_buf_retail,2023-04-30,17:22:26,@RGIII Esp wearing #BuffaloBills colors 😃
MinnStSoftball,2023-04-30,17:21:58,"RECAP | The FDU-Florham Women's Golf team placed eighth in the MAC Championships on Saturday, April 29. Dominique Rodriguez scored a career-low of 108 (+36) in the lone round.

Full Story: https://t.co/RO1ZOlxctP

#HornsUp #HeatsRising https://t.co/W4539uFdTo"
UBuffalo,2023-04-30,17:21:02,"We've play six

#IntoTheStorm ⛈️| #HornsUp 🤘 https://t.co/MYXfXxcbT9"
Bridget63890037,2023-04-30,17:20:07,"⬆️6⃣: Homers just keep coming @jbergy20 

#IntoTheStorm ⛈️| #HornsUp 🤘 https://t.co/A5TvmlXGE6"
FDUDevils,2023-04-30,17:18:03,✨Deion Sanders✨🔥GOLD🔥#Topps #Chrome 30 of 50 @deionsanders #Braves #atlanta #prime #time #baseballcards #mlb #toppsbaseball #gold #refractor #speed #stolen #base #baseballseason #sports #mlbcards #sportscardscollector #hobby #collector #colorado #buffalo #nfl #nflcards https://t.co/RkM7lSCETL
BisonBaseball,2023-04-30,17:16:10,"April showers may bring May flowers, but let's not forget those #NativePlants already in bloom! White Trillium is a spectacular spring ephemeral perfect for a shaded woodland garden.

#NationalNativePlantMonth #NativePlantMonth #WNY #Buffalo #NiagaraFalls https://t.co/syuRFdsC2l"
BisonBaseball,2023-04-30,17:14:31,"HAVE A DAY ROOS!!

@MTrivelpiece goes yard AGAIN for her second home run in the game!

#HornsUp🤘 x #BucStrong https://t.co/Zf35EEJUNQ"
Maximus_B_Prime,2023-04-30,17:13:30,Bills' Damar Hamlin speaks during Erie event #BuffaloBills #Buffalo #GoBills #BillsNation #yahoo https://t.co/225K436wjt
GGWNY,2023-04-30,17:11:27,"Who doesn't love a first-pitch home run??

@PonnVivian hits a solo blast to LC!

#HornsUp🤘 x #BucStrong https://t.co/NilXqNUY0q"
USFSoftball,2023-04-30,17:09:07,Draft party today #Buffalo
BillsNewsNow,2023-04-30,17:09:02,Buffalo Bills draft Ole Miss OL Nick Broeker in seventh round #BuffaloBills #Buffalo #GoBills #BillsNation #yahoo https://t.co/LTZf44KtHr
USFSoftball,2023-04-30,17:06:41,"Addicted to the ceiling fan in the shitter concept at the Office Bar! 

#sincityshitters #sincity #vegas #lasvegas #fruitloop #bar #bars #drink #bills #buffalo #buffalobills #billsnation #billsbar #wings #chickenwings #wingspecials #offthegrid #local #locals #tourist #tourists https://t.co/DnbpN8vsvp"
priceashley94,2023-04-30,17:05:28,Alex Austin: Five things to know about Buffalo Bills' seventh-round draft pick #BuffaloBills #Buffalo #GoBills #BillsNation #yahoo https://t.co/wa3ZqbfmEr
BillsNewsNow,2023-04-30,17:04:25,"B2 | @macicunconan draws another walk with bases loaded to score @Kamrie_Rich and put another run on the board❗️

LIP 6, EKU 2

#IntoTheStorm ⛈️ | #HornsUp🤘 https://t.co/czahHENVBJ"
sincityshitters,2023-04-30,17:03:40,"Bulls lead after a 2-run blast from @MTrivelpiece 

#HornsUp🤘 x #BucStrong https://t.co/mj0h23voNV"
BillsNewsNow,2023-04-30,16:58:08,"Tracking UB football's undrafted free-agent signings: LB James Patterson to join Bills for rookie camp, WR Justin Marshall heads to Atlanta #BuffaloBills #Buffalo #GoBills #BillsNation #yahoo https://t.co/0QMVP7SShB"
LipscombSB,2023-04-30,16:53:53,"B2 | @JoseyPolk draws a walk with bases loaded to score @kaylynb_33 from third❗️

LIP 5, EKU 2

#IntoTheStorm ⛈️ | #HornsUp🤘 https://t.co/sMhEWDLizy"
USFSoftball,2023-04-30,16:51:24,@jaden_alexis247 @CoachGolesh Congrats bro 🤘😮‍💨 I’m so excited to see you ball out here! #HornsUp #BullNation
BillsNewsNow,2023-04-30,16:51:02,"The prayerful goal for Bills and Sabres owner Kim Pegula: ""Full recovery"" #BuffaloBills #Buffalo #GoBills #BillsNation #yahoo https://t.co/v5a0Dp8mFO"
LipscombSB,2023-04-30,16:50:35,"B2 | @presleyleeb singles to left center to score @kellyannpaulson from second base to extend our lead in the bottom of the second inning❗️

LIP 4, EKU 2

#IntoTheStorm ⛈️ | #HornsUp🤘 https://t.co/n09XVkKaMw"
BullsNationCFB,2023-04-30,16:47:17,"SUNDAY SHOUTOUT 

H-F Little Twirler Camp

We want to give a HUGE SHOUTOUT to our High School Twirlers, Morgan Kay, Katelyn Ebner, Sofie Martin, and Lauralie Isbell for doing a wonderful job with these future Longhorn twirlers! 
(Thread)
#WeAreHFISD #HornsUp https://t.co/DBAHaaYm9G"
BillsNewsNow,2023-04-30,16:47:01,"T2 | Eastern Kentucky scores two runs in the top of the second to cut into our lead

LIP 3, EKU 2

#IntoTheStorm ⛈️ | #HornsUp🤘"
LipscombSB,2023-04-30,16:46:30,"We've said it once and we'll say it again. 

@MTrivelpiece IS HER 🤩

#HornsUp🤘 x #BucStrong https://t.co/OiWHpQlBdU"
HFISD_Longhorns,2023-04-30,16:43:52,"B1 | @JoseyPolk scores on an RBI groundout by @kyyndaall to put another run on the board ❗️

LIP 3, EKU 0

#IntoTheStorm ⛈️ | #HornsUp 🤘 https://t.co/rjaPwGFqIs"
LipscombSB,2023-04-30,16:36:38,"B1 | @macicunconan draws a walk with bases loaded to score @Kamrie_Rich and extend our lead❗️

LIP 2, EKU 0

#IntoTheStorm ⛈️ | #HornsUp🤘 https://t.co/vbooTV9DdT"
USFSoftball,2023-04-30,16:31:51,"B1 | @kaylynb_33 doubles down the left field line and scores on an error by Eastern Kentucky to put us on the board first❗️

LIP 1, EKU 0

#IntoTheStorm ⛈️ | #HornsUp🤘 https://t.co/D5NlM5zjAy"
